"type_1_npi","life_science_firm_name","product_name","nature_of_payment","year","amount"
"1457397036","SMITH+NEPHEW, INC.","PICO 14","Food and Beverage","2023","14.26"
"1710908181","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Travel and Lodging","2020","120.75"
"1245382852","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2017","12.62"
"1558358960","NOBEL BIOCARE USA","NOBELACTIVE","Food and Beverage","2017","13.75"
"1093036469","BOSTON SCIENTIFIC CORPORATION","","Food and Beverage","2023","69.119995"
"1629482617","COOPERVISION INC.","MYDAY CONTACT LENS","Food and Beverage","2022","16.37"
"1801909643","ALLERGAN INC.","LINZESS","Food and Beverage","2019","179.87"
"1548270614","CRANIAL TECHNOLOGIES, INC","DOC BAND","Food and Beverage","2022","32.4"
"1912357849","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2017","11.97"
"1316278898","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","XIFAXANIBSD","Food and Beverage","2017","24.12"
"1548238835","BOSTON SCIENTIFIC CORPORATION","VIGILANT","Food and Beverage","2019","15.93"
"1134142474","GLAXOSMITHKLINE, LLC.","SHINGRIX","Food and Beverage","2023","16.539999"
"1619143542","SANOFI-AVENTIS U.S. LLC","TOUJEO","Food and Beverage","2019","100"
"1174895841","JANSSEN PHARMACEUTICALS, INC","IMBRUVICA","Food and Beverage","2021","19.07"
"1902874233","SUPERNUS PHARMACEUTICALS, INC.","","Food and Beverage","2021","38.300003"
"1831281823","ALLERGAN INC.","VRAYLAR","Food and Beverage","2017","97.59"
"1013917533","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2017","11.65"
"1972530699","REGENERON PHARMACEUTICALS, INC.","DUPIXENT","Speaking / Faculty Fee (Non-CME-related)","2019","4360"
"1356531438","ALMIRALL LLC","KLISYRI","Food and Beverage","2022","17.06"
"1184074205","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2021","96.08"
"1255538500","ABBOTT LABORATORIES","AXIUM SHEATH BRAIDED DRG","Food and Beverage","2018","25.22"
"1841382553","TEVA PHARMACEUTICALS USA, INC.","AUSTEDO","Food and Beverage","2018","121.22"
"1871882365","TELEFLEX INCORPORATED","ARROW","Food and Beverage","2023","15.06"
"1043322605","AMGEN INC.","REPATHA","Food and Beverage","2023","54.15"
"1699741876","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","","Consulting Fee","2016","9071.67"
"1821133935","NEOS THERAPEUTICS, LP","ADZENYS XR-ODT","Food and Beverage","2021","21.41"
"1972041465","EISAI INC.","DAYVIGO","Food and Beverage","2021","43.47"
"1922009562","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","XIFAXAN","Food and Beverage","2017","24.98"
"1194874131","ABBVIE, INC.","OZURDEX","Food and Beverage","2022","83.020004"
"1811417363","ABBVIE, INC.","VRAYLAR","Education","2023","8.45"
"1154404598","MEDTRONIC, INC.","3F","Food and Beverage","2016","74.18"
"1619932076","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2022","73.72"
"1821002783","NOVO NORDISK INC","SAXENDA","Food and Beverage","2017","148.29"
"1922006865","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2019","13.86"
"1518170596","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2021","11.9"
"1356421556","PFIZER INC.","QUILLICHEW ER","Food and Beverage","2017","65.16"
"1780949131","JANSSEN PHARMACEUTICALS, INC","DARZALEX","Food and Beverage","2018","30.05"
"1699116723","JOHNSON & JOHNSON SURGICAL VISION, INC.","IDESIGN ADVANCED WAVESCAN STUDIO","Food and Beverage","2018","124.98"
"1447241518","MERCK SHARP & DOHME CORPORATION","BELSOMRA","Food and Beverage","2016","17.31"
"1982954103","LIVANOVA USA, INC.","VNS THERAPY","Food and Beverage","2018","24.07"
"1457723207","UCB, INC.","NEUPRO","Food and Beverage","2021","12.43"
"1356651244","AMGEN INC.","ENBREL","Food and Beverage","2018","179.7"
"1306882634","ASTELLAS PHARMA INC","MYRBETRIQ","Food and Beverage","2021","29.18"
"1386840841","INSULET CORPORATION","OMNIPOD","Food and Beverage","2023","23.85"
"1508973447","GLAXOSMITHKLINE, LLC.","","Food and Beverage","2020","130.5"
"1184681090","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","","Food and Beverage","2022","23.27"
"1447397542","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2019","152.22"
"1609941798","COOPERSURGICAL, INC.","PARAGARD","Food and Beverage","2018","45.97"
"1780143925","ORGANOGENESIS INC.","PURAPLY","Food and Beverage","2023","274.4"
"1730129479","ABBVIE, INC.","RINVOQ","Food and Beverage","2023","150.06"
"1467418905","GENENTECH, INC.","AVASTIN","Food and Beverage","2019","11.02"
"1104888429","ACTELION PHARMACEUTICALS, LTD","","Food and Beverage","2016","33.81"
"1154468270","COGENTIX MEDICAL INC.","URGENT PC","Food and Beverage","2016","4.99"
"1790772655","NOVARTIS PHARMACEUTICALS CORPORATION","TRAVATAN Z","Food and Beverage","2018","30.880001"
"1780604280","BRAINTREE LABORATORIES, INC.","SUTAB","Food and Beverage","2021","24.45"
"1871829069","NEVRO CORP","SENZA SPINAL CORD STIMULATION SYSTEM","Travel and Lodging","2017","9.69"
"1932359783","ASTRAZENECA PHARMACEUTICALS LP","","Food and Beverage","2018","30.81"
"1144258484","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2021","149.06"
"1316960735","PFIZER INC.","LYRICA","Food and Beverage","2018","12.24"
"1326784877","JANSSEN PHARMACEUTICALS, INC","STELARA","Food and Beverage","2023","173.34"
"1679514863","SANOFI-AVENTIS U.S. LLC","SOLIQUA 100/33","Food and Beverage","2020","36.39"
"1669934253","JANSSEN PHARMACEUTICALS, INC","SPRAVATO","Food and Beverage","2022","34.559998"
"1336116821","MEDTRONIC, INC.","DIVERGENCE-L","Food and Beverage","2016","61.73"
"1992757611","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2016","33.199997"
"1497948467","MERCK SHARP & DOHME CORPORATION","ZETIA","Food and Beverage","2016","15.09"
"1861494924","ELI LILLY AND COMPANY","BASAGLAR","Food and Beverage","2019","30.1"
"1861463275","GILEAD SCIENCES, INC.","TRODELVY","Food and Beverage","2021","25.689999"
"1912260571","ELI LILLY AND COMPANY","HUMALOG","Food and Beverage","2017","11.98"
"1841359171","BAYER HEALTHCARE PHARMACEUTICALS INC.","KERENDIA","Food and Beverage","2021","33.2"
"1083638217","TAKEDA PHARMACEUTICALS AMERICA, INC.","ENTYVIO","Food and Beverage","2019","64.81"
"1245998053","LUNDBECK LLC","REXULTI","Food and Beverage","2023","46.61"
"1518944545","BIOTRONIK INC.","","Food and Beverage","2017","354.5"
"1619236213","PFIZER INC.","LYRICA","Food and Beverage","2018","59.13"
"1962462887","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","SPIRIVA","Food and Beverage","2017","11.44"
"1659335685","ETHICON INC.","HARMONIC PRODUCT FAMILY","Food and Beverage","2017","62.34"
"1417985680","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2021","98.48"
"1760526164","GENENTECH, INC.","","Food and Beverage","2022","12.02"
"1003224932","VANDA PHARMACEUTICALS INC.","HETLIOZ","Food and Beverage","2021","18.21"
"1346533841","TAKEDA PHARMACEUTICALS AMERICA, INC.","","Food and Beverage","2019","19.1"
"1174536478","UCB, INC.","CIMZIA","Food and Beverage","2022","213.14"
"1629168091","PURDUE PHARMA L.P.","HYSINGLA ER","Food and Beverage","2016","16.28"
"1073831251","PACIRA THERAPEUTICS, INC.","EXPAREL","Food and Beverage","2016","13.9"
"1821282757","ELI LILLY AND COMPANY","JARDIANCE","Food and Beverage","2017","33.489998"
"1306894977","MALLINCKRODT LLC","OFIRMEV","Food and Beverage","2017","12.89"
"1336467885","OPTINOSE US, INC.","XHANCE","Food and Beverage","2019","61.690002"
"1194019570","BOSTON SCIENTIFIC CORPORATION","VERCISE","Food and Beverage","2023","34.76"
"1932298270","SUNOVION PHARMACEUTICALS INC.","UTIBRON","Food and Beverage","2018","17.59"
"1366646416","ABBOTT LABORATORIES","ARMADA 14 PERCUTANEOUS CATHETER","Food and Beverage","2018","15.93"
"1619035029","GENENTECH, INC.","OCREVUS","Food and Beverage","2022","140.51"
"1003895236","TEVA PHARMACEUTICALS USA, INC.","","Food and Beverage","2023","15.9"
"1689677510","OPTINOSE US, INC.","XHANCE","Food and Beverage","2023","31.619999"
"1154304863","ALLERGAN INC.","OZURDEX","Food and Beverage","2016","93.05"
"1477556728","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI","Food and Beverage","2023","46.91"
"1437108701","GLAXOSMITHKLINE, LLC.","","Food and Beverage","2017","22.82"
"1235139395","MERCK SHARP & DOHME CORPORATION","BRIDION","Food and Beverage","2019","13.3"
"1851580906","MERCK SHARP & DOHME CORPORATION","GARDASIL","Food and Beverage","2017","15.98"
"1336290311","UCB, INC.","VIMPAT","Speaking / Faculty Fee (Non-CME-related)","2017","1500"
"1992874705","ABIOMED","IMPELLA","Honoraria","2019","24000"
"1891174801","NOVO NORDISK INC","OZEMPIC","Education","2022","32.27"
"1407160435","EVOFEM BIOSCIENCES, INC.","PHEXXI","Food and Beverage","2022","20.84"
"1457349979","TOLMAR, INC.","ELIGARD","Food and Beverage","2021","17.73"
"1508824897","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2022","12.17"
"1023062650","ZIMMER BIOMET HOLDINGS, INC.","STRATUM FOOT PLATING SYSTEM","Food and Beverage","2019","14.84"
"1780685172","INARI MEDICAL, INC.","FLOWTRIEVER CATHETER, S","Food and Beverage","2023","13.49"
"1699711945","IROKO PHARMACEUTICALS, LLC","ZORVOLEX","Food and Beverage","2016","12.39"
"1023375409","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","TRADJENTA","Food and Beverage","2021","32.91"
"1124053186","JOHNSON & JOHNSON VISION CARE, INC.","ACUVUE","Food and Beverage","2021","63.199997"
"1275590945","GLAXOSMITHKLINE, LLC.","ANORO","Food and Beverage","2017","31.6"
"1659692754","AMGEN INC.","AIMOVIG","Food and Beverage","2018","30.4"
"1083929236","ATRICURE, INC.","EPI-SENSE GUIDED COAGULATION SYSTEM WITH VISITRAX","Food and Beverage","2023","18.5"
"1740809458","ASTRAZENECA PHARMACEUTICALS LP","CALQUENCE","Food and Beverage","2022","230.16"
"1366800617","NOVO NORDISK INC","WEGOVY","Food and Beverage","2023","15.52"
"1184846289","GENZYME CORPORATION","CERDELGA","Travel and Lodging","2019","315.22"
"1083650535","ARBOR PHARMACEUTICALS, INC.","EVEKEO","Food and Beverage","2017","125.200005"
"1831735539","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2021","158.86"
"1528066180","PURDUE PHARMA L.P.","HYSINGLA ER","Food and Beverage","2017","39.23"
"1861534406","ELI LILLY AND COMPANY","JARDIANCE","Food and Beverage","2017","10.47"
"1013988799","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2019","82.19"
"1912004797","ABBOTT LABORATORIES","MERLIN CONNECTIVITY AND REMOTE","Food and Beverage","2019","157.4"
"1992018642","ASTRAZENECA PHARMACEUTICALS LP","IMFINZI","Food and Beverage","2021","71.44"
"1073578985","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","TRADJENTA","Food and Beverage","2023","39.99"
"1477515161","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2018","60.72"
"1598707671","WRIGHT MEDICAL TECHNOLOGY, INC.","PERFORM GLENOID","Food and Beverage","2018","23.47"
"1194323758","AMGEN INC.","REPATHA","Food and Beverage","2023","29.66"
"1881670537","NEOTRACT INC.","UROLIFT - UL400","Consulting Fee","2017","372.59"
"1316325129","GLAXOSMITHKLINE, LLC.","TANZEUM","Food and Beverage","2016","38.87"
"1659369429","SPECTRUM PHARMACEUTICALS INC.","ZEVALIN","Food and Beverage","2017","16.1"
"1205877941","EDWARDS LIFESCIENCES CORPORATION","SAPIEN 3 ULTRA RESILIA","Food and Beverage","2022","173.7"
"1174723225","PATTERSON COMPANIES, INC.","CEREC MC","Gift","2017","25"
"1588726285","AMARIN PHARMA INC.","VASCEPA","Food and Beverage","2021","19.36"
"1386613909","ASTRAZENECA PHARMACEUTICALS LP","BYDUREON","Food and Beverage","2019","13.66"
"1043283401","AMGEN INC.","MVASI","Food and Beverage","2019","18.59"
"1548293376","ALLERGAN INC.","VIBERZI","Food and Beverage","2017","129.26"
"1538108568","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2022","13.85"
"1235232497","BOSTON SCIENTIFIC CORPORATION","GENERAL - BILIARY DEVICES","Food and Beverage","2017","53.63"
"1225042310","ETHICON INC.","ECHELON CIRCULAR","Food and Beverage","2021","103.79"
"1316055122","MEDTRONIC, INC.","NUVENT","Food and Beverage","2020","15.86"
"1548622590","NOVO NORDISK INC","","Food and Beverage","2022","16.55"
"1164495313","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2018","169.47"
"1609824481","ASTELLAS PHARMA INC","VEOZAH","Food and Beverage","2023","35.989998"
"1841241007","PFIZER INC.","CHANTIX","Food and Beverage","2020","34.76"
"1215161070","WRIGHT MEDICAL TECHNOLOGY, INC.","PHALINX","Food and Beverage","2019","58.86"
"1770713257","BAXTER HEALTHCARE","RENAL - AMIA","Food and Beverage","2018","20.74"
"1629366554","ENDOLOGIX, INC.","AFX","Food and Beverage","2017","13.73"
"1255674347","COLOPLAST CORP","COLOPLAST TFL DRIVE","Food and Beverage","2023","64.91"
"1003264789","SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC","RELISTOR","Food and Beverage","2018","16.38"
"1780677914","MERCK SHARP & DOHME CORPORATION","ZERBAXA","Speaking / Faculty Fee (Non-CME-related)","2016","4500"
"1568598225","COOK INCORPORATED","ROSCH-UCHIDA","Food and Beverage","2023","18.64"
"1295725174","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","","Education","2016","4.12"
"1689721243","ALIGN TECHNOLOGY, INC.","INVISALIGN","Education","2020","125.52"
"1225088081","ACCESS PRO MEDICAL, LLC","MATRIDERM","Food and Beverage","2023","62.21"
"1558547588","SANOFI-AVENTIS U.S. LLC","ELITEK","Food and Beverage","2016","32.49"
"1851346977","ELI LILLY AND COMPANY","HUMULIN","Food and Beverage","2017","266.52"
"1164579876","SUNOVION PHARMACEUTICALS INC.","GEMTESA","Food and Beverage","2021","11.75"
"1083606198","ALLERGAN INC.","","Food and Beverage","2018","56.16"
"1558536920","CRANIAL TECHNOLOGIES, INC","DOC BAND","Food and Beverage","2022","36.48"
"1588675037","ASTRAZENECA PHARMACEUTICALS LP","LYNPARZA","Food and Beverage","2021","11.04"
"1619953593","TAKEDA PHARMACEUTICALS AMERICA, INC.","GATTEX","Food and Beverage","2023","64.42"
"1568678589","ZIMMER BIOMET HOLDINGS, INC.","INGENIOS","Education","2017","250"
"1629117528","ALLERGAN INC.","","Food and Beverage","2022","65.14"
"1215529870","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION","(8874) INCOURAGE","Food and Beverage","2023","17.12"
"1306876248","GLAXOSMITHKLINE, LLC.","MENVEO","Food and Beverage","2017","20.79"
"1659382653","CRYOLIFE, INC.","ON-X","Food and Beverage","2016","67.33"
"1851557573","JANSSEN PHARMACEUTICALS, INC","ERLEADA","Food and Beverage","2021","35.09"
"1710108964","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2019","22.13"
"1417950759","ALCON VISION LLC","","Food and Beverage","2016","14.47"
"1649372384","DAIICHI SANKYO INC.","MOVANTIK","Food and Beverage","2017","13.5"
"1023369030","ABBOTT LABORATORIES","JOT DX","Food and Beverage","2023","16.92"
"1164531927","VERTEX PHARMACEUTICALS INCORPORATED","TRIKAFTA","Food and Beverage","2022","139.91"
"1437411725","ALLERGAN INC.","BOTOX CHRONIC MIGRAINE","Food and Beverage","2017","153.75"
"1750325650","NOVO NORDISK INC","TRESIBA","Food and Beverage","2019","15.53"
"1639436066","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2022","146.75"
"1689740987","MEDTRONIC, INC.","INTELLIS ADAPTIVESTIM","Food and Beverage","2022","96.87"
"1760508766","JOHNSON & JOHNSON VISION CARE, INC.","ACUVUE","Food and Beverage","2023","24.78"
"1982862645","MANNKIND CORPORATION","AFREZZA","Food and Beverage","2023","15.59"
"1346539871","AMNEAL PHARMACEUTICALS LLC","UNITHROID","Food and Beverage","2021","14.01"
"1851315949","FOCAL THERAPEUTICS, INC.","BIOZORB","Food and Beverage","2017","534.5"
"1588836472","EXELTIS, USA INC.","SLYND","Food and Beverage","2022","17.64"
"1801949722","DAVOL INC.","DAV-PHASIX","Food and Beverage","2017","81.92"
"1881759355","PFIZER INC.","TOVIAZ","Food and Beverage","2018","33.02"
"1053774646","MERCK SHARP & DOHME CORPORATION","ISENTRESS","Food and Beverage","2018","119.69"
"1073621553","VOCO AMERICA INC.","FUTURABOND U","Food and Beverage","2018","10.68"
"1922059609","PFIZER INC.","EUCRISA","Food and Beverage","2023","50.52"
"1316668940","KCI USA, INC.","PREVENA","Food and Beverage","2023","20.61"
"1619954278","ASTRAZENECA PHARMACEUTICALS LP","BEVESPI AEROSPHERE","Food and Beverage","2017","246.16"
"1275552168","SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC","UCERIS","Food and Beverage","2018","51.57"
"1558398222","BOSTON SCIENTIFIC CORPORATION","EMBLEM","Food and Beverage","2018","90.05"
"1629049283","GILEAD SCIENCES, INC.","","Food and Beverage","2016","44.18"
"1740842905","LUNDBECK LLC","REXULTI","Food and Beverage","2021","36.88"
"1447359963","MERCK SHARP & DOHME CORPORATION","ZOSTAVAX","Food and Beverage","2016","14.32"
"1154416691","ASTRAZENECA PHARMACEUTICALS LP","BEVESPI AEROSPHERE","Food and Beverage","2017","16.67"
"1164033916","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI","Food and Beverage","2022","30.4"
"1124537881","PFIZER INC.","ELIQUIS","Food and Beverage","2023","51.59"
"1245498989","CORIUM, INC.","AZSTARYS","Food and Beverage","2023","45.89"
"1063551240","TESARO, INC.","ZEJULA","Food and Beverage","2018","12.5"
"1427084177","PFIZER INC.","CHANTIX","Food and Beverage","2019","20.54"
"1629164280","GLAXOSMITHKLINE, LLC.","SHINGRIX","Food and Beverage","2022","39.95"
"1871786657","AMAG PHARMACEUTICALS, INC.","FERAHEME","Education","2016","12.5"
"1871560904","MERCK SHARP & DOHME CORPORATION","BELSOMRA","Food and Beverage","2021","44.43"
"1578186862","BIOGEN, INC.","","Food and Beverage","2021","90"
"1790983476","STRYKER CORPORATION","GAMMA","Food and Beverage","2023","222.49"
"1235103268","STRYKER CORPORATION","ASNIS","Food and Beverage","2017","106.4"
"1700966652","RADIUS HEALTH, INC.","TYMLOS","Food and Beverage","2022","21.11"
"1790973964","ALCON VISION LLC","TOTAL30","Food and Beverage","2023","93.87"
"1427077122","CARDIOVASCULAR SYSTEMS INC.","","Food and Beverage","2017","16.34"
"1003841297","EDWARDS LIFESCIENCES CORPORATION","EDWARDS SAPIEN 3 ULTRA TRANSCATHETER HEART VALVE","Food and Beverage","2023","146.88"
"1700801321","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","SPIRIVA RESPIMAT","Food and Beverage","2017","20.84"
"1790719367","MANNKIND CORPORATION","AFREZZA","Food and Beverage","2017","13.13"
"1144208950","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Speaking / Faculty Fee (Non-CME-related)","2021","1050"
"1881662443","NEUROCRINE BIOSCIENCES, INC.","ONGENTYS","Food and Beverage","2021","14.61"
"1134390784","MERCK SHARP & DOHME CORPORATION","JANUVIA","Food and Beverage","2018","11.81"
"1073630372","DENTSPLY INTERNATIONAL","MTM","Food and Beverage","2017","29.09"
"1912907734","GILEAD SCIENCES, INC.","","Food and Beverage","2018","10.97"
"1104895739","MEDTRONIC, INC.","REVEAL LINQ","Food and Beverage","2017","8.1"
"1710901996","PFIZER INC.","ELIQUIS","Food and Beverage","2017","43.2"
"1699983353","ASTRAZENECA PHARMACEUTICALS LP","SYMBICORT","Food and Beverage","2017","240.62"
"1902860166","JANSSEN PHARMACEUTICALS, INC","ERLEADA","Food and Beverage","2022","59.91"
"1942275441","PFIZER INC.","NON-COVERED PRODUCT","Travel and Lodging","2016","691.5"
"1821357849","ELUCENT MEDICAL","","Food and Beverage","2023","26.81"
"1063594752","DEPUY SYNTHES PRODUCTS, INC.","MONOVISC","Food and Beverage","2018","38.690002"
"1568465912","SIESTA MEDICAL, INC.","ENCORE SYSTEM","Grant","2016","11100"
"1629074299","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2022","24.12"
"1366739468","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2018","58.800003"
"1063488138","GLAXOSMITHKLINE, LLC.","NUCALA","Speaking / Faculty Fee (Non-CME-related)","2021","4800"
"1790997690","NOVO NORDISK INC","","Food and Beverage","2018","9.61"
"1952390452","ELI LILLY AND COMPANY","AMYVID","Food and Beverage","2016","35.87"
"1649238080","ABBOTT LABORATORIES","EP GUIDING INTRODUCERS","Consulting Fee","2017","4000"
"1063471480","AMGEN INC.","REPATHA","Food and Beverage","2018","87.46"
"1376705301","PACIRA THERAPEUTICS, INC.","EXPAREL","Education","2016","41.68"
"1427041847","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2023","14.95"
"1619944741","DEXCOM, INC.","DEXCOM G6 TRANSMITTER","Food and Beverage","2023","45.88"
"1356335731","ABBVIE, INC.","UBRELVY","Food and Beverage","2023","18.5"
"1477681567","ZIMMER BIOMET HOLDINGS, INC.","THE TETHER","Travel and Lodging","2020","379.41"
"1073792388","MYOVANT SCIENCES INC.","MYFEMBREE","Food and Beverage","2022","37"
"1952716730","ENDO PHARMACEUTICALS INC.","EDEX","Food and Beverage","2022","23.55"
"1083935084","ELI LILLY AND COMPANY","TALTZ","Food and Beverage","2016","14.88"
"1043212780","ASTRAZENECA PHARMACEUTICALS LP","MOVANTIK","Food and Beverage","2016","10.86"
"1982666236","BLUE EARTH DIAGNOSTICS LIMITED","AXUMIN","Food and Beverage","2022","23.64"
"1295770972","E.R. SQUIBB & SONS, L.L.C.","OPDIVO","Food and Beverage","2017","109.18"
"1861842007","GENENTECH, INC.","ESBRIET","Education","2019","99.99"
"1295857043","ASTRAZENECA PHARMACEUTICALS LP","SAPHNELO","Food and Beverage","2021","141.51"
"1588766463","DASH MEDICAL GLOVES INC","DASH BRANDED EXAMINATION GLOVES","Gift","2016","10"
"1679561294","NOVARTIS PHARMACEUTICALS CORPORATION","TABRECTA","Food and Beverage","2021","31.07"
"1700811593","ASTRAZENECA PHARMACEUTICALS LP","MOVANTIK","Food and Beverage","2018","120.67"
"1659551356","SANOFI-AVENTIS U.S. LLC","MULTAQ","Food and Beverage","2021","24.33"
"1659314375","SUN PHARMACEUTICAL INDUSTRIES INC.","CEQUA","Food and Beverage","2021","129.5"
"1417939539","ASTRAZENECA PHARMACEUTICALS LP","","Food and Beverage","2022","9.5"
"1568625523","ABBOTT LABORATORIES","XIENCE V CORONARY STENT SYSTEM","Food and Beverage","2016","177.7"
"1417224643","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2023","221.72"
"1699742106","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2019","153.65"
"1295824423","CHUGAI PHARMACEUTICAL CO., LTD.","NON-COVERED PRODUCT","Food and Beverage","2016","65.26"
"1528039740","BAUSCH HEALTH US, LLC","BTOD","Food and Beverage","2022","17.55"
"1588977284","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2021","92.76"
"1346295219","PROMIUS PHARMA LLC","SERNIVO SPRAY 120ML","Food and Beverage","2017","22.41"
"1790798940","GRIFOLS THERAPEUTICS INC.","PROLASTIN-C LIQUID","Food and Beverage","2023","47.06"
"1942251384","HORIZON THERAPEUTICS PLC","DUEXIS","Food and Beverage","2017","34.6"
"1487714820","ADLON THERAPEUTICS L.P.","ADHANSIA XR","Food and Beverage","2021","30.49"
"1083241608","EXACT SCIENCES CORPORATION","COLOGUARD COLLECTION KIT","Food and Beverage","2023","19.81"
"1003409608","ASTRAZENECA PHARMACEUTICALS LP","FASENRA","Food and Beverage","2023","14.37"
"1225492028","ALIMERA SCIENCES, INC.","ILUVIEN","Food and Beverage","2022","13.23"
"1114950540","HORIZON THERAPEUTICS PLC","RAYOS","Food and Beverage","2021","76.14"
"1073010823","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI","Food and Beverage","2021","18.34"
"1427052497","ALCON VISION LLC","","Food and Beverage","2019","142.6"
"1760426316","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2019","103.78"
"1215923982","JOHNSON & JOHNSON SURGICAL VISION, INC.","CATALYS LASER SYSTEM","Food and Beverage","2019","103.37"
"1790238962","GENZYME CORPORATION","DUPIXENT","Food and Beverage","2023","226.31999"
"1326001835","HOLOGIC, LLC","AFFIRM","Food and Beverage","2016","14"
"1437122983","PFIZER INC.","CHANTIX","Food and Beverage","2016","11.74"
"1114903507","NOVARTIS PHARMACEUTICALS CORPORATION","LEQVIO","Food and Beverage","2023","519.84"
"1023191525","ASTRAZENECA PHARMACEUTICALS LP","BYDUREON PEN","Food and Beverage","2016","24.56"
"1013090018","DAIICHI SANKYO INC.","INJECTAFER","Food and Beverage","2023","32.14"
"1033345913","LIVANOVA USA, INC.","VNS - SENTIVA","Food and Beverage","2021","15.9"
"1316293566","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI","Food and Beverage","2021","12.94"
"1760916092","ZIMMER BIOMET HOLDINGS, INC.","TMJ SYSTEM","Travel and Lodging","2022","75.53"
"1003908831","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","LOTEMAX GEL","Food and Beverage","2016","183.43"
"1871658393","SUNOVION PHARMACEUTICALS INC.","APTIOM","Food and Beverage","2018","89.33"
"1619983715","CSL BEHRING","HAEGARDA","Food and Beverage","2023","19.1"
"1801091236","AMGEN INC.","","Education","2021","13.89"
"1306831375","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2021","15.74"
"1659413094","VERTICAL PHARMACEUTICALS, LLC","RELEXXII","Food and Beverage","2019","15.99"
"1003967688","ZIMVIE INC.","OSSEOTITE NT","Education","2022","75"
"1295122422","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2020","11.51"
"1215063953","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","ZYLET","Food and Beverage","2017","18.52"
"1609864909","COVIDIEN LP","ENDO GIA","Food and Beverage","2019","34.48"
"1801882261","GENENTECH, INC.","ESBRIET","Food and Beverage","2019","150.16"
"1447679212","MEDTRONIC, INC.","INTELLIS","Food and Beverage","2021","274.91"
"1437115292","IRONWOOD PHARMACEUTICALS, INC","DUZALLO","Food and Beverage","2018","12.47"
"1932436821","ELI LILLY AND COMPANY","ERBITUX","Food and Beverage","2017","15.34"
"1235298050","ASTRAZENECA PHARMACEUTICALS LP","BYDUREON","Food and Beverage","2016","118.08"
"1881914653","ARTHREX, INC.","","Travel and Lodging","2021","392"
"1235783390","ALKERMES, INC.","VIVITROL","Food and Beverage","2023","27.13"
"1225055866","TOLMAR, INC.","ELIGARD","Food and Beverage","2018","21.33"
