"projectId","display","codingType","tcSize"
"4877","Smith-Magenis Syndrome","condition","5148"
"6131","Rhinophyma","condition","5774"
"6088","Pompholyx Eczema","condition","24953"
"4270","Plummer-Vinson Syndrome","condition","9226"
"1761","Eisenmenger Syndrome","condition","9416"
"5052","Succinic Semialdehyde Dehydrogenase Deficiency","condition","1747"
"6408","Invertebral Disc Disease","condition","1767327"
"2553","Idiopathic Hypercalciuria","condition","527521"
"6424","Median Arcuate Ligament Syndrome (MALS)","condition","21315"
"1950","Facioscapulohumeral Muscular Dystrophy (FSHD)","condition","12315"
"4514","Pulmonary Vein Stenosis","condition","13868"
"3775","Malignant Peripheral Nerve Sheath Tumor","condition","18712"
"2193","Giant Cell Myocarditis","condition","3926"
"5977","Mononucleosis","condition","246606"
"5680","Bursitis","condition","2871640"
"2691","Hypoplasia of the Tibia with Polydactyly","condition","514"
"5237","Tracheobronchomalacia","condition","49648"
"633","Brittle Cornea Syndrome","condition","9482"
"3721","Transient Familial Hyperbilirubinemia","condition","74306"
"1226","Coloboma of Optic Papilla","condition","3128"
"6121","Retinal Artery Occlusion","condition","252608"
"4415","Progressive Osseous Heteroplasia","condition","5612"
"6558","Gallbladder Removal","procedure","212871"
"406","Arthrogryposis Multiplex Congenita Neurogenic Type","condition","1601"
"335","Anton Syndrome","condition","6663"
"6273","Whipworm Infection","condition","12555"
"6211","Tension Headache","condition","206227"
"5799","Femoral Hernia","condition","41210"
"3013","Pelizaeus-Merzbacher Disease","condition","15683"
"345","Supravalvular Aortic Stenosis","condition","24387"
"1283","Congenital Generalized Fibromatosis","condition","43841"
"43","Acquired Ichthyosis","condition","3423"
"4678","Rocky Mountain Spotted Fever","condition","13031"
"3025","Liddle Syndrome","condition","20959"
"5401","Van Maldergem Syndrome","condition","5709"
"6605","Reconstructive Urology Surgery","procedure","139785"
"5694","Cerebral Arteriovenous Malformation","condition","205620"
"5828","Gangrene","condition","617261"
"945","Cholesteryl Ester Storage Disease","condition","7187"
"2398","Hemophilia A","condition","238252"
"2155","Gastroesophageal Reflux Disease (GERD)","condition","3489295"
"3559","Hereditary Multiple Osteochondromas","condition","9574"
"5987","Myocardial Contusion","condition","4793"
"6248","Urinary Tract Infection (UTI)","condition","15750838"
"5544","Wyburn-Mason Syndrome","condition","15781"
"1388","Craniofrontonasal Dysplasia","condition","3873"
"5208","Tick Paralysis","condition","5308"
"1158","Ciliary Dyskinesia-Bronchiectasis","condition","12209"
"331","Antisocial Personality Disorder","condition","50570"
"1189","Coach Syndrome","condition","818"
"1707","Ebstein's Anomaly","condition","16006"
"4084","Panhypopituitarism","condition","67320"
"356","Aplasia Cutis Congenita","condition","43901"
"487","Primary Basilar Impression","condition","3482"
"194","Alpers-Huttenlocher Syndrome","condition","11763"
"3159","Maffucci Syndrome","condition","5102"
"4366","Preeclampsia","condition","265295"
"4905","Spastic Paraplegia Type 5A","condition","9321"
"5678","Bullae","condition","1156890"
"4790","Senior-Loken Syndrome","condition","2569"
"5848","Guttate Psoriasis","condition","7025"
"1598","Diencephalic Syndrome","condition","3604"
"1908","Olfactory Neuroblastoma","condition","27709"
"3978","Orofaciodigital Syndrome 1","condition","1256"
"6532","Atypical Hemolytic Uremic Syndrome (aHUS)","condition","22889"
"6456","Vitamin B12 Deficiency","condition","501975"
"979","Hemophilia B","condition","43589"
"1697","Oppenheim Dystonia","condition","5142"
"6311","Squamous Cell Lung Carcinoma","condition","1691080"
"5460","Von Willebrand Disease (VWD)","condition","62630"
"4117","Paroxysmal Cold Hemoglobinuria","condition","31093"
"819","Caudal Appendage Deafness","condition","6367"
"5573","Snyder-Robinson Syndrome","condition","5677"
"1306","Congenital Mumps","condition","3482"
"6577","Systemic Sclerosis (SSc)","condition","316878"
"6399","Anhidrosis","condition","15219"
"4145","Peeling Skin Syndrome","condition","1259"
"4941","Spinocerebellar Ataxia Type 15","condition","2532"
"3627","Mycosis Fungoides","condition","83461"
"6462","Advanced Bronchoscopy","procedure","23179"
"1548","Dermatitis Herpetiformis","condition","19382"
"3127","Myeloperoxidase Deficiency","condition","1695"
"2669","Hypokalemic Periodic Paralysis","condition","6818"
"1252","Cone Rod Dystrophy Amelogenesis Imperfecta","condition","32336"
"5456","Vogt-Koyanagi-Harada Disease","condition","12395"
"263","Anencephaly","condition","13023"
"6488","Plaque Psoriasis","condition","180528"
"2634","Hypertrophic Cardiomyopathy (HCM)","condition","217253"
"330","Congenital Anti-Plasmin Deficiency","condition","28182"
"5496","Weissenbacher-Zweymuller Syndrome","condition","178"
"2672","Hypolipoproteinemia","condition","43725"
"6507","Homozygous Familial Hypercholesterolemia (HoFH)","condition","94226"
"6389","Heart Bypass Surgery","procedure","843590"
"2002","Fanconi Syndrome","condition","12334"
"6291","CDKL5 Deficiency Disorder","condition","2493"
"6023","Orchitis","condition","30476"
"2087","Formaldehyde Poisoning","condition","756"
"2007","Fatal Familial Insomnia","condition","2706"
"6516","Sleeve Gastrectomy","procedure","113171"
"676","ALG1-CDG","condition","4186"
"3334","Lattice Corneal Dystrophy Type 2","condition","879"
"6247","Urinary Incontinence","condition","1656831"
"5250","Treacher Collins Syndrome","condition","16056"
"1974","Familial Lipoprotein Lipase Deficiency","condition","14107"
"4047","Premature Ovarian Failure","condition","109239"
"2296","Graves Disease","condition","268062"
"3264","MELAS Syndrome","condition","24287"
"4780","Seckel Syndrome","condition","4386"
"5920","Leukemoid Reaction","condition","11969"
"4659","Ribbing Disease","condition","231"
"2709","ICF Syndrome","condition","5035"
"6461","Lung Nodules","condition","1738172"
"6250","Uterine Prolapse","condition","288240"
"2129","Galactokinase Deficiency","condition","12490"
"5239","Tracheoesophageal Fistula","condition","24184"
"6207","Tendinitis","condition","4379304"
"5824","Fusion of the Ear Bones","condition","28"
"1999","Fanconi Bickel Syndrome","condition","12334"
"2520","Hydatidosis","condition","121801"
"1768","Ellis-Van Creveld Syndrome","condition","3732"
"6390","Intrahepatic Cholestasis of Pregnancy","condition","11172"
"84","Actinomycosis","condition","43465"
"5862","Hepatic Hemangioma","condition","43731"
"786","Carnitine-Acylcarnitine Translocase Deficiency","condition","1142"
"6443","Respiratory Syncytial Virus (RSV) Infection","condition","33460"
"1474","Cystinosis","condition","9703"
"5652","Axillary Nerve Dysfunction","condition","17478"
"2285","Acrogeria, Gottron Type","condition","124395"
"5962","Metabolic Acidosis","condition","225707"
"1445","Beare-Stevenson Cutis Gyrata Syndrome","condition","5504"
"5348","Chromosome 2 Uniparental Disomy","condition","3032"
"3535","Mulibrey Nanism","condition","3995"
"6003","Neurogenic Bladder","condition","373238"
"3536","Mullerian Aplasia","condition","3220"
"2572","Autosomal Dominant Hyper IgE Syndrome","condition","9702"
"470","Banti's Syndrome","condition","66237"
"5376","Urticaria Pigmentosa","condition","11148"
"4430","Bacterial Prostatitis","condition","104035"
"3883","Oculofaciocardiodental Syndrome","condition","5840"
"1742","Trisomy 18","condition","6871"
"6504","Smoldering Multiple Myeloma","condition","782765"
"5943","Macroamylasemia","condition","661467"
"5860","Hemolytic Disease of the Newborn","condition","57113"
"2541","Hyper IGE Syndrome","condition","9702"
"4486","Pubic Lice","condition","1473"
"3115","Large-Cell Immunoblastic Lymphoma","condition","487314"
"5505","Whipple Disease","condition","12432"
"5597","Gallbladder Cancer","condition","114843"
"1332","Continuous Muscle Fiber Activity Hereditary","condition","3980"
"3980","Orofaciodigital Syndrome 4","condition","1172"
"4763","Sclerosing Cholangitis","condition","86003"
"2509","Hoyeraal Hreidarsson Syndrome","condition","30432"
"2663","Isolated Hypogonadotropic Hypogonadism","condition","115320"
"6391","Primary Immunodeficiency (PID)","condition","199786"
"1312","Short Bowel Syndrome","condition","111135"
"2991","Lenz Microphthalmia Syndrome","condition","631"
"6119","Respiratory Alkalosis","condition","14732"
"5342","Temple Syndrome","condition","3460"
"646","Brown Syndrome","condition","251834"
"3772","Neurofibromatosis Type 2 (NF2)","condition","18531"
"1434","Currarino Triad","condition","6366"
"2528","Hydrocephalus Skeletal Anomalies","condition","2263"
"4286","Poliomyelitis","condition","89951"
"5951","Meconium Aspiration Syndrome","condition","10130"
"5440","VIPoma","condition","5228"
"389","Arrhythmogenic Right Ventricular Cardiomyopathy","condition","304031"
"2651","Hypochondroplasia","condition","2723"
"1570","Diabetes Insipidus (DI)","condition","66983"
"4520","Purine Nucleoside Phosphorylase Deficiency","condition","1206"
"6618","Vitrectomy","procedure","121586"
"648","Brucellosis","condition","78374"
"6610","Bursectomy","procedure","1027"
"3990","Paget's Disease of Bone","condition","46771"
"914","Chiari Malformation","condition","37826"
"5867","Oral Herpes","condition","191725"
"3033","Linear Hamartoma Syndrome","condition","5305"
"6072","Pilonidal Sinus Disease","condition","34387"
"755","Carcinoid Syndrome","condition","30734"
"5041","Sturge-Weber Syndrome","condition","14602"
"4697","Smith-Lemli-Opitz Syndrome","condition","4695"
"294","Leri-Weill Dyschondrosteosis","condition","591"
"1994","Familial Ventricular Tachycardia","condition","1209302"
"21","Acatalasemia","condition","1763"
"5006","Collapsed Lung","condition","108559"
"5969","Metopic Ridge","condition","35191"
"4526","Pyomyositis","condition","7921"
"5589","ZAP70-Related Severe Combined Immunodeficiency","condition","1698"
"4410","Prognathism","condition","14624"
"497","Behcet Disease","condition","78200"
"2391","Hemoglobin SC Disease","condition","21182"
"5967","Acquired Methemoglobinemia","condition","2359"
"3803","Niemann-Pick Disease","condition","36075"
"4638","Retroperitoneal Fibrosis","condition","270009"
"5045","Subvalvular Aortic Stenosis","condition","69004"
"6185","Stress Urinary Incontinence","condition","544783"
"3995","Osteochondritis Dissecans","condition","17479"
"864","Cerebral Ventricle Cancer","condition","26137"
"2430","Familial Deafness","condition","365073"
"3924","Omenn Syndrome","condition","4515"
"6117","Renal Papillary Necrosis","condition","6886"
"1909","Glutaric Acidemia Type 2","condition","2542"
"6193","Subcutaneous Emphysema","condition","73232"
"3266","Melkersson-Rosenthal Syndrome","condition","4479"
"4684","Rosai-Dorfman Disease","condition","16254"
"740","Campomelic Dysplasia","condition","5803"
"729","Calvarial Hyperostosis","condition","1686"
"2429","Hereditary Coproporphyria","condition","2906"
"137","Adrenocortical Carcinoma","condition","34886"
"6153","Secondary Systemic Amyloidosis","condition","1635"
"5469","Waardenburg Syndrome Type 2","condition","2095"
"202","Alport Syndrome","condition","21051"
"1310","Congenital Nephrotic Syndrome","condition","38824"
"5600","ABO Incompatibility","condition","8114"
"6104","Pulmonary Edema","condition","5319238"
"6422","Low Testosterone","condition","3593"
"215","Alzheimer's Disease","condition","2157881"
"2861","Kaufman Oculocerebrofacial Syndrome","condition","1454"
"668","C Syndrome","condition","9191"
"1279","Congenital Erythropoietic Porphyria","condition","3647"
"3755","Hereditary Neuralgic Amyotrophy","condition","10635"
"1359","Curry Jones Syndrome","condition","2309"
"4443","Prurigo Nodularis","condition","38632"
"5898","Infant Botulism","condition","1443"
"4471","Psoriasis","condition","993668"
"1928","Exstrophy of the Bladder","condition","12855"
"1344","Cor Triatriatum","condition","5097"
"1561","Neuromyelitis Optica","condition","75474"
"1670","Dyserythropoietic Anemia and Thrombocytopenia","condition","7405"
"936","Cholera","condition","65848"
"6057","Peptic Ulcer","condition","28738873"
"5704","Choledocholithiasis","condition","2153836"
"3059","Loiasis","condition","5265"
"6636","Adult Immune Thrombocytopenia","condition","232211"
"5554","Dehydrated Hereditary Stomatocytosis","condition","1735"
"6427","Microtia","condition","4884"
"793","Carpenter Syndrome","condition","1702"
"4656","Rhizomelic Syndrome","condition","3032"
"5857","Helicobacter Pylori Infection","condition","271853"
"4878","Adenosine Deaminase 2 Deficiency","condition","197575"
"5971","Milia","condition","33213"
"2258","Glycogen Storage Disease Type 3","condition","2965"
"5574","Allan-Herndon-Dudley Syndrome","condition","7049"
"4946","Spinocerebellar Ataxia Type 2","condition","7151"
"2161","Gaucher Disease Type 3","condition","3798"
"4068","Palmoplantar Keratoderma","condition","48272"
"1940","Fabry Disease","condition","45341"
"6347","Excessive Daytime Sleepiness","condition","237318"
"2884","Punctate Palmoplantar Keratoderma Type 1","condition","51725"
"2660","Hypogonadism","condition","169140"
"6052","Partial Androgen Insensitivity Syndrome (PAIS)","condition","11937"
"2993","Leprosy","condition","119603"
"5970","Micrognathia","condition","28312"
"1488","Darier Disease","condition","40000"
"2302","Grover's Disease","condition","10353"
"1053","Mosaic Trisomy 9","condition","3633"
"3485","Mitral Atresia","condition","2760"
"4383","Neonatal Onset Multisystem Inflammatory Disease","condition","8163"
"4066","Pallister-Killian Mosaic Syndrome","condition","3248"
"3280","Meningococcemia","condition","2212"
"1837","Junctional Epidermolysis Bullosa","condition","4784"
"5526","Wiskott-Aldrich Syndrome","condition","14857"
"422","Aspergillosis","condition","172843"
"4835","Sialuria","condition","6369"
"181","Renal Tubular Dysgenesis","condition","2191"
"44","HIV/AIDS","condition","3088160"
"4840","Siderosis","condition","11783"
"1524","Delta-Sarcoglycanopathy","condition","4452"
"3650","Myoclonic Epilepsy Associated With Ragged Red Fibers","condition","3439"
"4012","Osteolysis Syndrome Recessive","condition","55738"
"4693","Rubinstein-Taybi Syndrome","condition","6187"
"3556","Multiple Endocrine Neoplasia","condition","51387"
"329","Antiphospholipid Syndrome","condition","113877"
"414","Spinal Muscular Atrophy with Arthrogryposis","condition","3128"
"6497","Gastroesophageal Junction Cancer","condition","126560"
"366","Appendicitis","condition","135658"
"6078","Placental Insufficiency","condition","19466"
"2443","Episodic Ataxia with Nystagmus","condition","7650"
"5683","Canker Sore","condition","63423"
"1857","Partial Familial Epilepsy","condition","103294"
"4755","Total Anomalous Pulmonary Venous Return","condition","9545"
"2702","Hypothyroidism","condition","7771235"
"40","Acne","condition","98864"
"2584","Hyperkeratosis Lenticularis Perstans","condition","42171"
"1201","Cockayne Syndrome Type 2","condition","11100"
"6184","Stork Bite","condition","11325"
"5623","Anal Fissure","condition","77322"
"2736","Idiopathic Pulmonary Fibrosis","condition","238438"
"1156","Primary Ciliary Dyskinesia (PCD)","condition","1292"
"494","Becker Muscular Dystrophy","condition","91276"
"560","Benign Essential Blepharospasm","condition","38005"
"5893","Hypovolemic Shock","condition","25447"
"5087","Metabolic Syndrome","condition","1275212"
"5966","Metastatic Pleural Tumor","condition","72207"
"2560","Hereditary Hyperekplexia","condition","7592"
"1808","Eosinophilia-Myalgia Syndrome","condition","13836"
"2602","Hyperparathyroidism","condition","732244"
"6346","Tonsil Stones","condition","11809"
"3002","Leukemia","condition","2446445"
"5770","Empyema","condition","8787176"
"6624","Stapedectomy","procedure","2546"
"1213","Colitis","condition","2378849"
"1292","Congenital Herpes Simplex","condition","1002"
"2593","Hyperlysinemia","condition","643"
"6592","Posterior Fossa Decompression","procedure","4319"
"5679","Bunions","condition","89378"
"938","Hardikar Syndrome","condition","5577"
"5654","Baker Cyst","condition","168674"
"6531","Aseptic and Alopecic Nodules of Scalp (AANS)","condition","252773"
"4060","Paget Disease of the Breast","condition","5078964"
"693","DPAGT1-CDG","condition","4082"
"1556","Myofibrillar Myopathy","condition","3696"
"4428","Familial Prostate Cancer","condition","3976322"
"5215","Togaviridae Disease","condition","112983"
"1154","Cicatricial Pemphigoid","condition","19007"
"5060","Supranuclear Ocular Palsy","condition","21043"
"6299","Lewy Body Dementia (LBD)","condition","136235"
"5663","Bladder Outlet Obstruction","condition","143825"
"2224","Glioblastoma","condition","737113"
"1686","Dysostosis Peripheral","condition","1521"
"5728","Cryptosporidium Enteritis","condition","2424"
"3207","Marie Unna Congenital Hypotrichosis","condition","214"
"1494","DOOR Syndrome","condition","5858"
"2545","Familial Hyperaldosteronism","condition","18749"
"6501","Secondary Immunodeficiency (SID)","condition","28666"
"447","Autism Spectrum Disorder","condition","574918"
"4784","Seizures","condition","4372784"
"1052","Tetrasomy 9p","condition","2989"
"34","Blue Cone Monochromatism","condition","1066"
"4008","Osteosarcoma","condition","299824"
"300","Ankylosing Vertebral Hyperostosis with Tylosis","condition","13668"
"3947","Opsismodysplasia","condition","760"
"1308","Congenital Myasthenic Syndrome","condition","7894"
"756","Laryngeal Cancer","condition","363755"
"3098","Lymphatic Filariasis","condition","26123"
"1819","Ependymoma","condition","366974"
"5538","Woolly Hair Syndrome","condition","297"
"1565","Dextrocardia with Situs Inversus","condition","20799"
"2028","Fetal Hydantoin Syndrome","condition","338"
"3984","Orotic Aciduria Type 1","condition","4325"
"5983","Mucormycosis","condition","47107"
"6606","Nephrectomy","procedure","410507"
"6251","Uvulitis","condition","51090"
"1590","Diarrhea","condition","2948106"
"5145","Teratocarcinosarcoma","condition","20196"
"4147","PEHO Syndrome","condition","32005"
"1321","Congenital Unilateral Pulmonary Hypoplasia","condition","306"
"5483","Mosaic Variegated Aneuploidy Syndrome","condition","3268"
"4229","Photosensitive Epilepsy","condition","52207"
"1528","Demodicidosis","condition","4943"
"5997","Neonatal Abstinence Syndrome","condition","13167"
"4962","Spinocerebellar Ataxia Type 6","condition","4309"
"1972","Familial Dilated Cardiomyopathy","condition","55576"
"4404","Progeria","condition","19456"
"4530","Pyruvate Carboxylase Deficiency","condition","2676"
"2922","Kuster Syndrome","condition","3359"
"2818","Jalili Syndrome","condition","3349"
"1289","Congenital Hemolytic Anemia","condition","472425"
"6042","Childhood Pancreatitis","condition","791306"
"6271","Vulvar Cancer","condition","123248"
"211","Alveolar Echinococcosis","condition","10840"
"5908","Iron Deficiency Anemia","condition","3811859"
"127","Adiposis Dolorosa","condition","5156"
"5981","Mouth Sores","condition","242542"
"6445","Secondary Adrenal Insufficiency","condition","70952"
"6136","Ruptured Eardrum","condition","77839"
"1624","Inclusion Body Myopathy 2","condition","1415"
"733","Camptodactyly Fibrous Tissue Hyperplasia Skeletal Dysplasia","condition","5724"
"6353","Anti-NMDA Receptor Encephalitis","condition","26612"
"5620","Allergic Rhinitis","condition","1579413"
"257","Androgen Insensitivity Syndrome","condition","389"
"3373","Methylmalonic Acidemia","condition","9797"
"4073","Pancreatic Cancer","condition","1613787"
"6435","Pelvic Floor Dysfunction","condition","48858"
"6237","Tricuspid Regurgitation","condition","86463"
"742","Camurati-Engelmann Disease","condition","2273"
"2652","Hypocomplementemic Urticarial Vasculitis","condition","4053"
"1846","Epididymitis","condition","88180"
"3227","Glycogen Storage Disease Type 5","condition","2614"
"2590","Hyperlipidemia Type 3","condition","552673"
"934","Bile Duct Cysts","condition","19033"
"2953","Laryngeal Cleft","condition","1558"
"1880","Transient Erythroblastopenia of Childhood","condition","14672"
"1646","D-Plus Hemolytic Uremic Syndrome","condition","56341"
"1299","Congenital Lipoid Adrenal Hyperplasia","condition","3568"
"5533","Woodhouse-Sakati Syndrome","condition","5686"
"6114","Rectal Prolapse","condition","94133"
"2059","Filippi Syndrome","condition","5621"
"1634","Dopa-Responsive Dystonia","condition","18003"
"3640","Adenosine Monophosphate Deaminase Deficiency","condition","6525"
"1325","Ligneous Conjunctivitis","condition","1569"
"5784","Epidural Hematoma","condition","138217"
"3003","Chronic B-Cell Leukemia (CBCL)","condition","836677"
"1022","Chromosome 6q Deletion","condition","336"
"5408","Congenital Bilateral Absence of the Vas Deferens","condition","979"
"5945","Malignant Hypertension","condition","32647"
"6061","Perichondritis","condition","403416"
"3950","Optic Atrophy Type 1","condition","85531"
"6470","Abdominal Wall Surgery","procedure","5841"
"6343","Chronic Pain","condition","3066997"
"4524","Pycnodysostosis","condition","2414"
"1451","Autosomal Recessive Cutis Laxa Type 1","condition","31883"
"5359","Unverricht-Lundborg Syndrome","condition","96930"
"4070","Agenesis of the Dorsal Pancreas","condition","1002"
"2274","Turner Syndrome","condition","72381"
"6196","Sunburn","condition","278226"
"4100","Parainfluenza Virus Type 3","condition","484932"
"3444","Microphthalmia","condition","16623"
"1384","Craniofacial-Deafness-Hand Syndrome","condition","1620"
"6453","Undifferentiated Connective Tissue Disease (UCTD)","condition","69171"
"5752","Disseminated Tuberculosis","condition","9796"
"6499","Chronic Rhinosinusitis with Nasal Polyps (CRSwNP)","condition","1455481"
"4095","Paracoccidioidomycosis","condition","14629"
"5657","Basal Cell Skin Cancer","condition","1636004"
"915","Chiari Malformation Type 1","condition","21065"
"2470","Hiccups","condition","40875"
"4254","Pityriasis Lichenoides Chronica","condition","3559"
"3597","Limb-Girdle Muscular Dystrophy Type 2B","condition","18964"
"6293","Diabetic Ketoacidosis","condition","58166"
"2682","Hypophosphatasia (HPP)","condition","31040"
"5978","Morning Sickness","condition","2401589"
"1980","Familial Hypopituitarism","condition","13841"
"2851","Kallikrein Hypertension","condition","58667"
"4667","Axenfeld-Rieger Syndrome","condition","2271"
"5035","Streptococcal Group A Infection","condition","90815"
"6288","Diffuse Large B-Cell Lymphoma (DLBCL)","condition","600620"
"3050","Lissencephaly","condition","9193"
"6298","NUT Carcinoma","condition","3792"
"2242","Glucose-6-Phosphate Translocase Deficiency","condition","3148"
"5825","Galactosemia","condition","14654"
"5057","Sulfite Oxidase Deficiency","condition","2821"
"5403","Orofaciodigital Syndrome 6","condition","790"
"6534","Urea Cycle Disorders (UCD)","condition","49233"
"2978","Leigh Syndrome","condition","12571"
"1478","Cytomegalic Inclusion Disease","condition","222387"
"2842","Stargardt Macular Degeneration","condition","38671"
"6525","Activated PI3K Delta Syndrome (APDS)","condition","2525"
"2549","Hypercalcemia","condition","613271"
"6528","Mucopolysaccharidoses (MPS)","condition","29158"
"703","PGM1-CDG","condition","4203"
"5994","Necrotizing Granuloma","condition","39574"
"1006","Chromosome 3q Duplication","condition","336"
"4525","Pyoderma Gangrenosum","condition","36095"
"4388","Primary Localized Cutaneous Amyloidosis","condition","44355"
"5955","Meibomianitis","condition","259937"
"2294","Granulomatous Hypophysitis","condition","13693"
"2120","Fukuyama Type Muscular Dystrophy","condition","5491"
"6483","Liver Failure","condition","609972"
"4832","Sialic Acid Storage Disease","condition","6116"
"6313","EGFR Positive Lung Cancer","condition","1760220"
"5614","Acute Respiratory Distress Syndrome (ARDS)","condition","323217"
"1780","Encephalocele","condition","31067"
"2751","Inclusion Conjunctivitis","condition","3503"
"72","Hajdu-Cheney Syndrome","condition","21852"
"5693","Central Sleep Apnea","condition","99641"
"4778","Secernentea Infections","condition","298326"
"5780","Entropion","condition","90277"
"4960","Spinocerebellar Ataxia Type 4","condition","27012"
"5954","Mediastinitis","condition","35280"
"5552","Cerebrotendinous Xanthomatosis","condition","8638"
"4416","Progressive Supranuclear Palsy","condition","57054"
"2","Aagenaes Syndrome","condition","8069"
"481","Bartter Syndrome","condition","11240"
"3384","3MC Syndrome","condition","2212"
"32","Achondroplasia","condition","16826"
"3337","Diffuse Mesangial Sclerosis","condition","5433"
"5853","Infant Hearing Loss","condition","2021404"
"5688","Cardiogenic Shock","condition","139627"
"334","Cytochrome P450 Oxidoreductase Deficiency","condition","2142"
"830","Neurohypophyseal Diabetes Insipidus","condition","27165"
"5210","Tietz Syndrome","condition","148317"
"2788","Acute Interstitial Pneumonia","condition","1237755"
"4440","Proximal Renal Tubular Acidosis","condition","25120"
"1847","Epilepsy","condition","1976858"
"1954","Factor 7 Deficiency","condition","22460"
"5585","Ohdo Syndrome, Say-Barber-Biesecker-Young-Simpson Variant","condition","5715"
"2373","Hemangioma Thrombocytopenia Syndrome","condition","195863"
"1236","Familial Combined Hyperlipidemia","condition","4057069"
"3139","Macroglossia","condition","16738"
"6571","Colonoscopy","procedure","611141"
"6107","Pustules","condition","365621"
"2592","Hyperlipoproteinemia Type 5","condition","10805"
"805","Cataract Ataxia Deafness","condition","2453"
"659","Epidermolytic Hyperkeratosis","condition","3322"
"6535","Gallbladder Adenocarcinoma","condition","45186"
"5222","Toriello-Carey Syndrome","condition","5490"
"6306","REM Behavior Disorder","condition","13980"
"1204","Coffin-Lowry Syndrome","condition","3814"
"2153","Viral Gastroenteritis","condition","3635935"
"4044","Ovarian Cancer","condition","1349545"
"5310","Tuberculous Meningitis","condition","38217"
"4307","Adult Polyglucosan Body Disease","condition","1432"
"2499","Homocystinuria","condition","26372"
"4255","Pityriasis Lichenoides Et Varioliformis Acuta","condition","3318"
"5443","Virilizing Ovarian Tumor","condition","470678"
"6345","Long Haul COVID","condition","36129"
"824","Cavernous Lymphangioma","condition","44520"
"5725","Craniopharyngioma","condition","44726"
"30","Acheiropody","condition","6951"
"660","Bullous Pemphigoid","condition","78866"
"3344","Langer Mesomelic Dysplasia","condition","3908"
"2369","Hemangioblastoma","condition","19625"
"6402","Auditory Processing Disorder","condition","9307"
"3581","Miyoshi Myopathy","condition","5839"
"5740","Delayed Growth","condition","40699"
"4711","Saethre-Chotzen Syndrome","condition","11898"
"5956","Melasma","condition","91024"
"6333","Generalized Anxiety Disorder (GAD)","condition","942781"
"4190","Perniosis","condition","7258"
"3378","Methylmalonyl Coenzyme A Mutase Deficiency","condition","1131"
"5502","West Syndrome","condition","149534"
"6133","Ringworm","condition","2262861"
"2191","Gianotti-Crosti Syndrome","condition","771"
"5200","Follicular Thyroid Cancer","condition","435602"
"2287","Gout","condition","1043728"
"6332","Sciatica","condition","2090002"
"869","Retinal Vasculopathy with Cerebral Leukodystrophy","condition","15584"
"4953","Spinocerebellar Ataxia Type 27","condition","7165"
"1609","Dilated Cardiomyopathy (DCM)","condition","481638"
"6583","Vulvectomy","procedure","6522"
"6452","Traumatic Brain Injury","condition","240916"
"68","Acromesomelic Dysplasia Hunter Thompson Type","condition","6277"
"5116","Tangier Disease","condition","32057"
"2026","Fetal Edema","condition","18773"
"6220","Thyrotoxic Periodic Paralysis","condition","4502"
"3663","X-Linked Myotubular Myopathy","condition","18757"
"2673","Magnesium Deficiency","condition","301759"
"1441","Cutaneous Lupus Erythematosus (CLE)","condition","79732"
"3091","Lymphofollicular Hyperplasia","condition","796376"
"4533","Pyruvate Kinase Deficiency","condition","4525"
"2319","Black Hairy Tongue","condition","6077"
"6219","Thyroid Storm","condition","644969"
"451","Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy (APECED)","condition","13395"
"2270","Goldenhar Disease","condition","8477"
"3335","Merkel Cell Carcinoma","condition","86690"
"6190","Subarachnoid Hemorrhage","condition","579033"
"57","Acrofacial Dysostosis Catania Type","condition","1888"
"6498","Relapsing Multiple Sclerosis (RMS)","condition","862880"
"930","Cholangiocarcinoma (Bile Duct Cancer)","condition","340606"
"5473","Wagner Syndrome","condition","699"
"5617","Alcoholic Ketoacidosis","condition","234794"
"3126","Mitochondrial Neurogastrointestinal Encephalopathy Disease","condition","1616"
"663","Burning Mouth Syndrome","condition","36919"
"2006","Fascioliasis","condition","23186"
"6070","Pharyngomaxillary Space Abscess","condition","279595"
"6025","Osgood-Schlatter Disease","condition","11129"
"5399","Van Der Woude Syndrome","condition","2208"
"6506","Heterozygous Familial Hypercholesterolemia (HeFH)","condition","98783"
"2550","Familial Hypocalciuric Hypercalcemia Type 1","condition","525891"
"5383","Usher Syndrome Type 2A","condition","33088"
"6055","Pectus Excavatum","condition","29030"
"4436","Proteus Syndrome","condition","3480"
"1276","Congenital Cytomegalovirus","condition","11383"
"5974","Mittelschmerz","condition","1133"
"3790","Neurotoxicity Syndromes","condition","333150"
"2240","Glucocorticoid-Remediable Aldosteronism","condition","32162975"
"5911","Jock Itch","condition","70328"
"5398","Marden Walker Like Syndrome","condition","1213"
"1555","Desbuquois Syndrome","condition","825"
"1792","Endocardial Fibroelastosis","condition","11209"
"1346","Spinocerebellar Degeneration and Corneal Dystrophy","condition","12932"
"1964","Tetralogy of Fallot","condition","78569"
"6074","Pituitary Tumor","condition","456706"
"5802","Fibroadenoma","condition","224032"
"6392","Coccydynia","condition","481592"
"2633","Familial Hypertriglyceridemia","condition","308530"
"4407","De Barsy Syndrome","condition","5763"
"1911","Eunuchoidism Familial Hypogonadotropic","condition","542386"
"3352","Metachondromatosis","condition","944"
"3099","Lymphedema","condition","656643"
"591","Kyphomelic Dysplasia","condition","693"
