"primary_type_2_npi","referring_type_2_npi","primary_type_2_npi_city","referring_type_2_npi_city","primary_type_2_npi_state","referring_type_2_npi_state","primary_type_2_npi_postal_code","referring_type_2_npi_postal_code","primary_type_2_npi_lat","referring_type_2_npi_lat","primary_type_2_npi_lng","referring_type_2_npi_lng","primary_type_2_npi_name","referring_type_2_npi_name","primary_hospital_name","referring_hospital_name","primary_type_1_npi","referring_type_1_npi","primary_type_1_npi_name","referring_type_1_npi_name","primary_specialty","referring_specialty","date","diagnosis_code","diagnosis_code_description","procedure_code","procedure_code_description","total_claim_charge","total_claim_line_charge","patient_count"
"1962502229","0","NEW YORK","","NEW YORK","","10005","","40.70616149902344","0","-74.00907135009766","0","INTEGRA PARTNERS LLC","","","","0","1538393491","","BIRTHMATTERS, LLC","","","2023-11-01","","","0","Delivery/set up/dispensing","203","3","1"
"1063452829","1336219088","LAS VEGAS","SPOKANE VALLEY","NEVADA","WASHINGTON","89119","99216","36.08475875854492","47.68000030517578","-115.1461410522461","-117.20945739746094","PREFERRED HOMECARE","COMMUNITY HEALTH ASSOCIATION OF SPOKANE","","Inland Northwest Behavioral Health","0","1902433329","","ANDY ZHANG","","","2023-03-01","","","0","Elevating whlchair leg rests","146","34","1"
"0","1134741143","","","","","","","0","0","0","0","","RAINIER PM&R INC","","St. Joseph Medical Center","0","1750347852","","HUI WANG","","","2022-06-01","","","0","Loop heel","8050.9","82","1"
"1538144910","1760446041","BURLINGTON","BALTIMORE","NORTH CAROLINA","MARYLAND","27215","21224","36.03179168701172","39.28181838989258","-79.48890686035156","-76.54126739501953","LABORATORY CORPORATION OF AMERICA HOLDINGS","TERESA HOFFMAN M.D. AND ASSOCIATES, LLC","","Johns Hopkins Bayview Medical Center","0","1649804584","","RIJA TOFEEQ","","","2024-09-01","","","36415","Collection Venous Blood Venipuncture","265","26.25","1"
"1962502229","1720177066","NEW YORK","BROOKLYN","NEW YORK","NEW YORK","10005","11249","40.70616149902344","40.64839172363281","-74.00907135009766","-73.87973022460938","INTEGRA PARTNERS LLC","ODA PRIMARY HEALTH CARE NETWORK, INC.","","The Brooklyn Hospital Center","0","1750364790","","JOYCE GRIFFIN","","","2022-09-01","","","0","Manual breast pump","466.52","48.52","2"
"1467486233","1093779704","SATSUMA","TEMPLE","ALABAMA","TEXAS","36572","76508","30.85841941833496","31.07745933532715","-88.06047821044922","-97.3641128540039","C & M VITAL CARE","SCOTT & WHITE CLINIC","","Baylor Scott & White Medical Center - Temple","0","1639707425","","CATHERINE MCCULLERS","","","2024-02-01","","","0","Enter nutr inf pump any type","1420","480","1"
"1265587000","1770513145","FARMINGDALE","BROOKLYN","NEW YORK","NEW YORK","11735","11234","40.731590270996094","40.60601806640625","-73.43270111083984","-73.91071319580078","APEX LABORATORY, INC.","AMERICARE CERTIFIED SPECIAL SERVICES, INC.","","NYC Health + Hospitals South Brooklyn Health","0","1407851082","","JOHN LANZONE","","","2020-08-01","","","80048","Basic Metabolic Panel Calcium Total","145.4","33.84","1"
"1942394119","1568829224","ALISO VIEJO","LA PORTE","CALIFORNIA","INDIANA","92656","46350","33.576229095458984","41.60734939575195","-117.73039245605469","-86.7215805053711","MEDICA","LA PORTE CLINIC COMPANY LLC","","Northwest Health La Porte","0","1982978763","","JENNIFER VANMETER","","","2024-04-01","","","0","Electric breast pump","500","500","1"
"1811997638","1891873337","LIBERTYVILLE","MINDEN","ILLINOIS","LOUISIANA","60048","71055","42.29521942138672","32.672489166259766","-87.94981384277344","-93.2981185913086","MEDLINE HEALTHCARE COMPANY","CLHG - MINDEN, LLC","","Minden Medical Center","0","1386671543","","ROBERT RUSSELL","","","2022-05-01","","","0","Electric breast pump","150","150","1"
"1811905540","1184794463","BUTLER","NEW CASTLE","PENNSYLVANIA","PENNSYLVANIA","16001","16101","40.90950012207031","40.985321044921875","-79.94380187988281","-80.28714752197266","APRIA HEALTHCARE LLC","M I ALI MD LTD","","UPMC Jameson","0","1699787341","","MOHAMMAD ALI","","","2017-12-01","","","0","Oxygen concentrator","1046.08","760.48","1"
"1265587000","1972682888","FARMINGDALE","STONY BROOK","NEW YORK","NEW YORK","11735","11790","40.731590270996094","40.90681076049805","-73.43270111083984","-73.12757873535156","APEX LABORATORY, INC.","UNIVERSITY MEDICAL CARE, PC","","","0","1205936762","","FRANK ZHANG","","","2020-07-01","","","85652","Sedimentation Rate Rbc Automated","66.55","2.7","1"
"1336669100","1336669100","OGDEN","OGDEN","UTAH","UTAH","84405","84405","41.1579704284668","41.1579704284668","-111.96656799316406","-111.96656799316406","MY FAMILY BIRTH CENTER","VITALITY GENERATION & MIDWIFERY LLC","","","0","1376079061","","LORETTA SHUPE","","","2018-07-01","","","99460","1St Hosp/Birthing Center Care Per Day Nml Nb","2000","1800","1"
"1962502229","1427123132","NEW YORK","OAKLAND","NEW YORK","CALIFORNIA","10005","94611","40.70616149902344","37.830108642578125","-74.00907135009766","-122.2022933959961","INTEGRA PARTNERS LLC","KAISER FOUNDATION HOSPITALS","","Oakland Medical Center","0","1841753761","","MARCELA TORO BEJARANO","","","2022-07-01","","","0","Electric breast pump","169.15","169.15","1"
"1508939026","0","HOUSTON","","TEXAS","","77005","","29.718170166015625","0","-95.42420196533203","0","KROGER PHARMACY","","","","0","1508939026","","KROGER PHARMACY","","","2017-09-01","","","0","Admin pneumococcal vaccine","1345","152.9","7"
"1962502229","1952476988","NEW YORK","BRONX","NEW YORK","NEW YORK","10005","10467","40.70616149902344","40.88085174560547","-74.00907135009766","-73.87393951416016","INTEGRA PARTNERS LLC","MONTEFIORE MEDICAL CENTER","","Montefiore Hospital- Moses Campus","0","1104359322","","KERLY GUERRERO","","","2023-08-01","","","0","Pelvic control band & belt u","313.64","210.18","1"
"0","1427536325","","SHREVEPORT","","LOUISIANA","","71103","0","32.49192810058594","0","-93.77210998535156","","UNIVERSITY HEALTH SHREVEPORT LLC","","Ochsner LSU Health Shreveport - Academic Medical Center","0","1962071209","","CHRISTINA SINGH","","","2024-01-01","","","0","Body Mass Index Documented","225","0","1"
"1538144910","0","BURLINGTON","","NORTH CAROLINA","","27215","","36.03179168701172","0","-79.48890686035156","0","LABORATORY CORPORATION OF AMERICA HOLDINGS","","","","0","1801407028","","NGOZI EBOH","","","2024-10-01","","","86140","C-Reactive Protein","1525","71.4","1"
"1891473203","1508261595","","TIGARD","","OREGON","","97223","0","45.440311431884766","0","-122.77950286865234","LABORATORY CORPORATION OF AMERICA","ROBYN KUTKA ND, LLC","","Cedar Hills Hospital","0","1639635246","","HANA PATERNO","","","2024-10-01","","","82306","25 Hydroxy Includes Fractions If Performed","1306","306.6","1"
"0","1952528796","","NEW YORK","","NEW YORK","","10022","0","40.758628845214844","0","-73.9678726196289","","MEDICAL OFFICE OF MANHATTAN PLLC","","New York Presbyterian/Weill Cornell Medical Center","0","1669759205","","KARNIKA KAPOOR","","","2020-12-01","","","80053","Comprehensive Metabolic Panel","1950","150","1"
"1023438538","0","GERMANTOWN","","TENNESSEE","","38138","","35.08481979370117","0","-89.7992935180664","0","BYRAM HEALTHCARE CENTERS, INC.","","","","0","1952982118","","NIHARIKA RAVICHANDRAN","","","2022-07-01","","","0","Electric breast pump","600","600","1"
"1881215622","0","","","","","","","0","0","0","0","BRIDGE DIAGNOSTICS LLC","","","","0","1780101188","","DANIELLE SPOLARICH","","","2020-12-01","","","0","Cov-19 amp prb hgh thruput","300","300","2"
"1265587000","1023334927","FARMINGDALE","YONKERS","NEW YORK","NEW YORK","11735","10701","40.731590270996094","40.945411682128906","-73.43270111083984","-73.88038635253906","APEX LABORATORY, INC.","MOUNT SINAI SCHOOL OF MEDICINE OF NEW YORK UNIVERSITY","","The Mount Sinai Hospital","0","1710092234","","DAVID TANG","","","2020-07-01","","","85025","Blood Count Complete Auto&Auto Difrntl Wbc","314.57","46.62","2"
"0","0","","","","","","","0","0","0","0","","","","","0","1639198161","","ROBERT CORLETT","","","2020-05-01","","","84270","Assay Of Sex Hormone Binding Globulin","640.5","99.5","1"
"1356389746","0","CARLSBAD","","CALIFORNIA","","92010","","33.1568717956543","0","-117.28475189208984","0","OMNI MOTION, INC","","","","0","1780648378","","DAVID CONYERS","","","2019-03-01","","","0","Whfo w/o joints pre ots","250","250","1"
"1942394119","1285826438","ALISO VIEJO","NEW YORK","CALIFORNIA","NEW YORK","92656","10006","33.576229095458984","40.709678649902344","-117.73039245605469","-74.0128402709961","MEDICA","NEW YORK UNIVERSITY","","","0","1972577435","","ROBERT WULWICK","","","2024-04-01","","","0","Electric breast pump","1000","1000","2"
"1962502229","1487620613","NEW YORK","MATTITUCK","NEW YORK","NEW YORK","10005","11952","40.70616149902344","40.996978759765625","-74.00907135009766","-72.543701171875","INTEGRA PARTNERS LLC","PECONIC BAY PRIMARY MEDICAL CARE, PC","","The Connecticut Hospice","0","1487619409","","ZEINAB FATHELBAB","","","2018-08-01","","","0","Electric breast pump","95","95","1"
"1962502229","1942224696","NEW YORK","BRIDGEPORT","NEW YORK","CONNECTICUT","10005","06606","40.70616149902344","41.21173858642578","-74.00907135009766","-73.2080307006836","INTEGRA PARTNERS LLC","SVMC HOLDINGS, INC","","Saint Vincent's Medical Center","0","1801459706","","AMALIA KOTLYAR","","","2021-06-01","","","0","Electric breast pump","145","145","1"
"1033166244","1164426896","OAKDALE","PITTSBURGH","PENNSYLVANIA","PENNSYLVANIA","15071","15224","40.412078857421875","40.46411895751953","-80.18781280517578","-79.94489288330078","CHARTWELL PENNSYLVANIA, LP","UPMC CHILDREN'S HOSPITAL OF PITTSBURGH","","UPMC Childrens Hospital of Pittsburgh","0","1982678082","","BURHANUDDIN MAHMOOD","","","2021-06-01","","","0","Ef blenderized foods","3261.31","1455.55","1"
"1962502229","1245370717","NEW YORK","RICHMOND HILL","NEW YORK","NEW YORK","10005","11418","40.70616149902344","40.700191497802734","-74.00907135009766","-73.83615112304688","INTEGRA PARTNERS LLC","JAMAICA HOSPITAL","","Jamaica Hospital Medical Center","0","1659882389","","BRIANNA GEHRING","","","2022-01-01","","","0","Sio flex pelvic/sacr pre ots","61.9","61.9","1"
"1962502229","1063426377","NEW YORK","ELMHURST","NEW YORK","NEW YORK","10005","11373","40.70616149902344","40.738861083984375","-74.00907135009766","-73.87857818603516","INTEGRA PARTNERS LLC","NEW YORK CITY HEALTH AND HOSPITALS CORPORATION","","NYC Health + Hospitals Elmhurst","0","1912528639","","MAKEDA RAMBERT","","","2022-12-01","","","0","Compression stocking bk18-30","103.46","15.32","1"
"1811997638","1194820027","LIBERTYVILLE","LAFAYETTE","ILLINOIS","LOUISIANA","60048","70508","42.29521942138672","30.15549087524414","-87.94981384277344","-92.02857971191406","MEDLINE HEALTHCARE COMPANY","DEBBIE M JURGELSKY MD LLC","","Our Lady of Lourdes Regional Medical Center","0","1215936976","","DEBBIE JURGELSKY","","","2021-08-01","","","0","Electric breast pump","120","120","1"
"1962502229","1700887411","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10065","40.70616149902344","40.764739990234375","-74.00907135009766","-73.96314239501953","INTEGRA PARTNERS LLC","MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES","","Memorial Sloan Kettering Cancer Center","0","1053773713","","JANICE SHEN","","","2018-11-01","","","0","Standard wheelchair","37.21","37.21","1"
"1962502229","1619969458","NEW YORK","PEEKSKILL","NEW YORK","NEW YORK","10005","10566","40.70616149902344","41.289188385009766","-74.00907135009766","-73.91844940185547","INTEGRA PARTNERS LLC","SUN RIVER HEALTH INC.","","NewYork-Presbyterian Hudson Valley Hospital","0","1205269214","","ROVENA DESMARATTES","","","2023-09-01","","","0","Disp col sto bag breast milk","36","36","1"
"1114936440","0","SOUTH MIAMI","","FLORIDA","","33143","","25.702220916748047","0","-80.29779052734375","0","CHILDREN'S REHAB NETWORK","","","","0","1972566123","","JESUS SALVADOR NEGRETTE, M.D., P.A.","","","2017-06-01","","","0","Ped compr care pkg, per diem","3839.8","3263.83","1"
"1780165662","1982634887","CAPISTRANO BEACH","LAGUNA HILLS","CALIFORNIA","CALIFORNIA","92624","92653","33.45922088623047","33.59157943725586","-117.66570281982422","-117.69847106933594","SYNERGY MOBILE X-RAY","DR ALI TABATABAI MD INC A PROFESSIONAL MEDICAL CORPORATION","","","0","1528098423","","ALI TABATABAI","","","2021-01-01","","","71045","Radiologic Exam Chest Single View","642","34.12","1"
"1912952375","0","SOUTHLAKE","","TEXAS","","76092","","32.95998001098633","0","-97.14859008789062","0","BYRAM HEALTHCARE CENTERS, INC.","","","","0","1922318914","","JAYMEE BOUGHTON","","","2021-10-01","","","0","Electric breast pump","300","300","1"
"1972895670","1558038653","SEARCY","","ARKANSAS","","72143","","35.22888946533203","0","-91.73562622070312","0","STANLEY PHARMACY COMPOUNDING CENTER","STANLEY AND TURNER DRUG CO","","Conway Regional Medical Center","0","1720684384","","CHRISTINA WATKINS","","","2021-02-01","","","0","Imm Admn Sarscov2 100 Mcg/0.5 Ml 1St Dose","50.82","50.82","3"
"1871530667","0","GREENVILLE","","SOUTH CAROLINA","","29601","","34.84775161743164","0","-82.40270233154297","0","GREENVILLE COUNTY EMS","","","","0","1871530667","","GREENVILLE COUNTY EMS","","","2021-02-01","","","0","Ambulance response/treatment","200","200","1"
"1265587000","1962693119","FARMINGDALE","FRANKLIN SQUARE","NEW YORK","NEW YORK","11735","11010","40.731590270996094","40.700599670410156","-73.43270111083984","-73.67500305175781","APEX LABORATORY, INC.","SCOTT JAY RATNER, MD, PC","","North Shore University Hospital","0","1932143997","","SCOTT RATNER","","","2020-08-01","","","80053","Comprehensive Metabolic Panel","215.96","31.68","3"
"1689600975","1649440231","ANN ARBOR","SAINT JOSEPH","MICHIGAN","MICHIGAN","48108","49085","42.222171783447266","42.05012130737305","-83.73179626464844","-86.46028900146484","HURON VALLEY AMBULANCE INC","MUKUND R SHAH MD PLC","","Spectrum Health Lakeland Medical Center","0","1336272459","","AMI SHAH","","","2024-03-01","","","0","Ground mileage","4628.5","3691.5","1"
"1962502229","1396736120","NEW YORK","MOUNT VERNON","NEW YORK","NEW YORK","10005","10550","40.70616149902344","40.906368255615234","-74.00907135009766","-73.83503723144531","INTEGRA PARTNERS LLC","MOUNT VERNON NEIGHBORHOOD HEALTH CENTER, INC.","","Montefiore Mount Vernon Hospital","0","1801358783","","TAMEIL DAUPHIN","","","2021-06-01","","","0","Electric breast pump","361.81","145","1"
"1912952375","1972709970","SOUTHLAKE","EL PASO","TEXAS","TEXAS","76092","79938","32.95998001098633","31.830909729003906","-97.14859008789062","-105.97012329101562","BYRAM HEALTHCARE CENTERS, INC.","TENET HOSPITALS LIMITED","","The Hospitals of Providence - East Campus","0","1306845417","","MICHIEL NOE","","","2018-10-01","","","0","Electric breast pump","300","300","1"
"1871530667","0","GREENVILLE","","SOUTH CAROLINA","","29601","","34.84775161743164","0","-82.40270233154297","0","GREENVILLE COUNTY EMS","","","","0","1871530667","","GREENVILLE COUNTY EMS","","","2023-01-01","","","0","Unlisted ambulance service","1592.79","1592.79","2"
"1023438538","0","GERMANTOWN","","TENNESSEE","","38138","","35.08481979370117","0","-89.7992935180664","0","BYRAM HEALTHCARE CENTERS, INC.","","","","0","1174029367","","ASHLEY GREER","","","2021-07-01","","","0","Electric breast pump","300","300","1"
"1962502229","1417183963","NEW YORK","BROOKLYN","NEW YORK","NEW YORK","10005","11201","40.70616149902344","40.69462966918945","-74.00907135009766","-73.9897232055664","INTEGRA PARTNERS LLC","TBHC PHYSICIAN SERVICES PC","","The Brooklyn Hospital Center","0","1275705576","","AMY ROSENTHAL","","","2024-05-01","","","0","Sio flex pelvic/sacr pre ots","72.82","72.82","1"
"1962502229","1285826438","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10006","40.70616149902344","40.709678649902344","-74.00907135009766","-74.0128402709961","INTEGRA PARTNERS LLC","NEW YORK UNIVERSITY","","","0","1255305538","","JONATHAN HERMAN","","","2024-11-01","","","0","Disp coll&stor bag for brst mk any sz any typ ea","471.98","108","1"
"1538144910","1841414331","BURLINGTON","KENSINGTON","NORTH CAROLINA","MARYLAND","27215","20895","36.03179168701172","39.02674102783203","-79.48890686035156","-77.07756042480469","LABORATORY CORPORATION OF AMERICA HOLDINGS","WILLIAM BARA-JIMENEZ, MD LLC","","","0","1407931496","","WILLIAM BARA-JIMENEZ","","","2024-10-01","","","85652","Sedimentation Rate Rbc Automated","2556","37.8","1"
"1962502229","1548202641","NEW YORK","BOSTON","NEW YORK","MASSACHUSETTS","10005","02215","40.70616149902344","42.34777069091797","-74.00907135009766","-71.10282135009766","INTEGRA PARTNERS LLC","BETH ISRAEL DEACONESS MEDICAL CENTER, INC.","","Beth Israel Deaconess Medical Center","0","1558708297","","SARA MCKINNEY","","","2023-03-01","","","0","Electric breast pump","400","400","2"
"1285826438","1801992631","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10006","10016","40.709678649902344","40.74517059326172","-74.0128402709961","-73.97834014892578","NYU FACULTY GROUP PRACTICE","NYU LANGONE HOSPITALS","","Tisch Hospital","0","1407016488","","RAN SCHWARZKOPF","","","2017-08-01","","","73564","Radiologic Exam Knee Complete 4/More Views","130","65","1"
"1871275081","1356357784","","VANCOUVER","","WASHINGTON","","98686","0","45.724151611328125","0","-122.62335205078125","LABORATORY CORPORATION OF AMERICA","LEGACY SALMON CREEK HOSPITAL","","Legacy Salmon Creek Medical Center","0","1801543996","","DAT VO","","","2024-09-01","","","87591","Iadna Neisseria Gonorrhoeae Amplified Probe Tq","581","31.81","1"
"1871530667","0","GREENVILLE","","SOUTH CAROLINA","","29601","","34.84775161743164","0","-82.40270233154297","0","GREENVILLE COUNTY EMS","","","","0","1871530667","","GREENVILLE COUNTY EMS","","","2023-06-01","","","0","Unlisted ambulance service","1194.59","1194.59","2"
"1306961792","1689788390","RICHMOND","RICHMOND","VIRGINIA","VIRGINIA","23224","23233","37.4977912902832","37.645469665527344","-77.46621704101562","-77.6266098022461","THRIVE SKILLED PEDIATRIC CARE","RICHMOND PEDIATRIC ASSOCIATES, INC.","","Henrico Doctors' Hospital","0","1245433846","","KATHRYN NELSON","","","2017-03-01","","","0","Phototherapy light w/ photom","405","405","1"
"0","1194706655","","YUMA","","ARIZONA","","85364","0","32.703121185302734","0","-114.6588134765625","","YUMA REGIONAL MEDICAL CENTER","","Yuma Regional Medical Center","0","1386608289","","MARGARET WENG","","","2017-03-01","","","0","Oxygen concentrator","1050","800","2"
"1063452829","1487771812","LAS VEGAS","LAS VEGAS","NEVADA","NEVADA","89119","89149","36.08475875854492","36.2722282409668","-115.1461410522461","-115.29252624511719","PREFERRED HOMECARE","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","","Centennial Hills Hospital Medical Center","0","1861459877","","CLARISSA GERVASIO","","","2022-02-01","","","0","Oximeter non-invasive","1000","475","1"
"1962502229","1376577247","NEW YORK","ALBANY","NEW YORK","NEW YORK","10005","12208","40.70616149902344","42.6533088684082","-74.00907135009766","-73.81021118164062","INTEGRA PARTNERS LLC","ALBANY MEDICAL CENTER HOSPITAL","","Albany Medical Center","0","1467589168","","ADNAN BAKAR","","","2021-08-01","","","0","Home vent non-invasive inter","1014.66","1014.66","1"
"1720221708","0","FRESNO","","CALIFORNIA","","93726","","36.79365921020508","0","-119.76145935058594","0","NUMOTION","","","","0","1598814303","","JOSEPH CAPELL","","","2017-10-01","","","0","W/c shoulder harness/straps","83.3","83.3","1"
"1588373351","0","","","","","","","0","0","0","0","WEST COAST BIO LAB LLC","","","","0","1275524266","","TATE ERICKSON","","","2024-10-01","","","84443","Assay Of Thyroid Stimulating Hormone Tsh","188","42","1"
"1053366708","1497327233","CLEARWATER","","FLORIDA","","33760","","27.90778923034668","0","-82.71452331542969","0","BYRAM HEALTHCARE CENTERS, INC.","STEWARD PGH, INC.","","Palmetto General Hospital","0","1265400675","","KENNETH STRUBBE","","","2023-05-01","","","0","Electric breast pump","600","600","1"
"1346467354","1790714426","IRVINE","LOS ANGELES","CALIFORNIA","CALIFORNIA","92618","90095","33.66815948486328","34.07123947143555","-117.73420715332031","-118.4432601928711","PACIFIC MEDICAL LABORATORY","JAMSHID MADDAHI MD, INC.","","Ronald Reagan UCLA Medical Center","0","1154453769","","JAMSHID MADDAHI","","","2024-03-01","","","86329","Immunodiffusion Not Elsewhere Specified","5104","100.3","5"
"1164142808","1770901761","","PASSAIC","","NEW JERSEY","","07055","0","40.857479095458984","0","-74.12818908691406","MEDICAL EQUIPMENT SUPPLY PLACE INC","PRIME HEALTHCARE SERVICES - ST. MARY'S PASSAIC LLC","","Saint Mary's General Hospital","0","1619989860","","CONSETTA CHEATAM","","","2024-03-01","","","0","Lso s/c shell/panel prefab","3000","1600","1"
"1386752905","1083283741","ARTESIA","","CALIFORNIA","","90701","","33.86763000488281","0","-118.08061981201172","0","NEW LIFE MEDICAL SUPPLY INC","JW STEMS PRP CO INC","","","0","1962567321","","JAEWOO PAK","","","2024-07-01","","","0","Adult size brief/diaper med","222","51.84","1"
"1538144910","1053363853","BURLINGTON","RESTON","NORTH CAROLINA","VIRGINIA","27215","20190","36.03179168701172","38.959781646728516","-79.48890686035156","-77.33686828613281","LABORATORY CORPORATION OF AMERICA HOLDINGS","RESTON HOSPITAL CENTER LLC","","Reston Hospital Center","0","1689773731","","SUPRIYA VARMA","","","2024-08-01","","","87529","Iadna Herpes Somplx Virus Amplified Probe Tq","1445","394.35","1"
"1962502229","1932103413","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10029","40.70616149902344","40.79172897338867","-74.00907135009766","-73.94396209716797","INTEGRA PARTNERS LLC","MOUNT SINAI HOSPITAL","","The Mount Sinai Hospital","0","1326500422","","ALLISON PERELMAN","","","2022-12-01","","","0","Electric breast pump","169.15","169.15","1"
"1962502229","1720177066","NEW YORK","BROOKLYN","NEW YORK","NEW YORK","10005","11249","40.70616149902344","40.64839172363281","-74.00907135009766","-73.87973022460938","INTEGRA PARTNERS LLC","ODA PRIMARY HEALTH CARE NETWORK, INC.","","The Brooklyn Hospital Center","0","1750364790","","JOYCE GRIFFIN","","","2023-08-01","","","0","Gc stocking waistlngth 18-30","178","178","1"
"1770692196","0","BROWNSVILLE","","TEXAS","","78521","","25.950380325317383","0","-97.32167053222656","0","HEB PHARMACY #446","","","","0","1770692196","","HEB PHARMACY #446","","","2017-10-01","","","0","Admin pneumococcal vaccine","205.47","12.83","1"
"1265587000","1194832857","FARMINGDALE","CORAL SPRINGS","NEW YORK","FLORIDA","11735","33071","40.731590270996094","26.243839263916016","-73.43270111083984","-80.26619720458984","APEX LABORATORY, INC.","HEALTH REHAB PLUS INC","","Broward Health Coral Springs","0","1598791782","","FAWAZ ALFARRA","","","2020-08-01","","","86140","C-Reactive Protein","112.33","5.18","1"
"1871521542","1053403402","ANN ARBOR","JACKSON","MICHIGAN","MICHIGAN","48108","49201","42.222171783447266","42.24977111816406","-83.73179626464844","-84.38152313232422","JACKSON COMMUNITY AMBULANCE INC.","W.A. FOOTE MEMORIAL HOSPITAL, INC.","","Henry Ford Jackson Hospital","0","1720132004","","SHAWN LETARTE","","","2023-07-01","","","0","Bls","5880","2316","2"
"1790092237","1902831514","MISSION VIEJO","ORANGE","CALIFORNIA","CALIFORNIA","92691","92868","33.61064147949219","33.788150787353516","-117.666259765625","-117.8760986328125","HANGER CLINIC","ADULT AND PEDIATRIC ORTHOPAEDIC SPECIALISTS A MEDICAL GROUP INC","","Providence Saint Joseph Hospital Orange","0","1609805910","","AFSHIN AMINIAN","","","2024-08-01","","","0","Anterior thoracic extension","3969","788","1"
"1245720820","1003879081","DELAND","LOS ANGELES","FLORIDA","CALIFORNIA","32724","90037","29.056499481201172","34.002681732177734","-81.22881317138672","-118.28748321533203","DAVITA LABS","GREATER LOS ANGELES DIALYSIS CENTERS LLC","","Ascension Saint Thomas Hospital West","0","1578553905","","EBEN FEINSTEIN","","","2024-08-01","","","83550","Iron Binding Capacity","1900","178.16","1"
"1649215229","1689759581","LITHIA SPRINGS","COLUMBUS","GEORGIA","GEORGIA","30122","31901","33.762969970703125","32.464881896972656","-84.63819122314453","-84.97987365722656","WYATT'S PHARMACY","SERENA D. TIDWELL, M.D., P.C.","","Piedmont Columbus Regional - Midtown Campus","0","1033141031","","SERENA TIDWELL","","","2017-12-01","","","0","Replcmnt breast pump bottle","291.8","50","1"
"1497933162","0","SAN DIEGO","","CALIFORNIA","","92127","","33.019798278808594","0","-117.12384796142578","0","MILLENNIUM HEALTH, LLC","","","","0","1407209786","","CHRIS TIPPETT","","","2017-05-01","","","0","Drug test def 1-7 classes","235","235","1"
"1962502229","1679587679","NEW YORK","BRONX","NEW YORK","NEW YORK","10005","10461","40.70616149902344","40.8474006652832","-74.00907135009766","-73.84066009521484","INTEGRA PARTNERS LLC","NEW YORK CITY HEALTH AND HOSPITALS CORPORATION","","NYC Health + Hospitals Jacobi","0","1740723600","","ELDA FRANCO","","","2021-01-01","","","0","Automatic bp monitor, dial","42.5","42.5","1"
"1033166244","1164426896","OAKDALE","PITTSBURGH","PENNSYLVANIA","PENNSYLVANIA","15071","15224","40.412078857421875","40.46411895751953","-80.18781280517578","-79.94489288330078","CHARTWELL PENNSYLVANIA, LP","UPMC CHILDREN'S HOSPITAL OF PITTSBURGH","","UPMC Childrens Hospital of Pittsburgh","0","1811969595","","MARIA CLAVELL","","","2021-12-01","","","0","Enteral supp not otherwise c","6215.41","1851.6","1"
"1962502229","1073535027","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10016","40.70616149902344","40.74517059326172","-74.00907135009766","-73.97834014892578","INTEGRA PARTNERS LLC","NEW YORK CITY HEALTH AND HOSPITALS CORPORATION","","NYC Health + Hospitals Bellevue","0","1265929525","","ANDREW SACKRISON","","","2022-02-01","","","0","Compression stocking bk18-30","25.28","25.28","1"
"1235528225","0","AUSTIN","","TEXAS","","78701","","30.270490646362305","0","-97.74234771728516","0","NSTX, INC","","","","0","1215662770","","DAVIA SCHIOPPO","","","2022-09-01","","","81243","Fmr1 Gene Alys Eval To Detect Abnormal Alleles","10982","500","1"
"1346270527","1831151257","WOOD DALE","CHICAGO","ILLINOIS","ILLINOIS","60191","60625","41.966129302978516","41.973350524902344","-87.98075866699219","-87.70014190673828","OPTION CARE","SWEDISH COVENANT HEALTH","","Swedish Hospital","0","1598342628","","NIKOU CHOKSHI","","","2024-07-01","","","0","Infusion supplies with pump","2800","400","1"
"1962502229","1437230034","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10016","40.70616149902344","40.74517059326172","-74.00907135009766","-73.97834014892578","INTEGRA PARTNERS LLC","NYU LANGONE HOSPITALS","","Tisch Hospital","0","1285168468","","SARAH LEE","","","2021-11-01","","","0","Pelvic control band & belt u","423.71","216.81","1"
"1265587000","1568576908","FARMINGDALE","BOCA RATON","NEW YORK","FLORIDA","11735","33486","40.731590270996094","26.34705924987793","-73.43270111083984","-80.11428833007812","APEX LABORATORY, INC.","EAST COAST MEDICAL ASSOCIATES, INC.","","Boca Raton Regional Hospital","0","1649384157","","BRYAN VINIK","","","2020-08-01","","","0","Ven blood coll snf/hha","66.45","5","1"
"1538144910","1972669539","BURLINGTON","MCMINNVILLE","NORTH CAROLINA","OREGON","27215","97128","36.03179168701172","45.19704055786133","-79.48890686035156","-123.25456237792969","LABORATORY CORPORATION OF AMERICA HOLDINGS","YAMHILL COUNTY HHS CHEMICAL DEPENDENCY","","Willamette Valley Medical Center","0","1184818411","","JOEL FRIEDRICH","","","2024-04-01","","","80307","Drug Tst Prsmv Instrmnt Chem Analyzers Pr Date","730","428.4","2"
